ticker,risk_tier,risk_label,risk_score,prob_low,prob_medium,prob_high,environmental_score,social_score,governance_score,total_esg_score,esg_rating,controversy_score,carbon_intensity,water_usage_score,country,sector,action,allocation,alert,review,esg_status,fund_eligible,reason,alternative,return_5d,return_20d,return_60d,return_200d,vol_20d,vol_60d,momentum_60d,momentum_200d,rsi_14,macd,max_drawdown,vol_ratio_20d,price_52w_high,price_52w_low,range_52w_pct,latest_price,emb_norm,emb_pc1,emb_pc2,emb_pc3,risk_color,sector_risk_pct,overall_risk_pct,as_of_date
BLK,0,Low,28.317,0.9804,0.0196,0.0,65.0,67.66,84.13,71.54,AAA,42.13,51.77,84.88,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02612,0.00082,-0.11409,-0.0066,0.01665,0.019666,-0.07707,-0.10704,48.95,-17.64131,-0.43902,1.2891,1190.14,283.74,3.1944,958.46,4.072303106365845,-1.286310764874816,-0.4524993191273821,-2.75576171278332,#27ae60,0.6316,0.1896,2026-04-27
BLND.L,0,Low,31.143,0.9437,0.0563,0.0,58.54,43.19,56.9,53.44,A,14.5,129.12,56.61,UK,UK_RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05245,-0.05047,-0.125,-0.04719,0.021235,0.017507,-0.07924,-0.03661,49.39,-8.66,-0.54254,1.1197,636.93,291.37,1.186,361.2,6.151525929159801,0.5719897845500271,-1.9865224762726243,-1.4098406614780832,#27ae60,0.5,0.3104,2026-04-27
BMY,0,Low,31.049,0.9579,0.0421,0.0,65.49,65.44,64.78,65.26,AA,33.07,133.8,48.62,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.02453,-0.03901,0.0423,0.29273,0.015051,0.015213,-0.00759,0.15776,50.93,0.07055,-0.47667,1.0392,69.49,33.13,1.0975,57.67,3.7430513011744186,-1.828829027621265,-0.1235484787593501,-2.073719525491736,#27ae60,0.7895,0.2995,2026-04-27
BP.L,1,Medium,47.731,0.0409,0.9557,0.0033,35.75,52.61,38.99,41.78,BBB,48.29,164.79,38.47,UK,UK_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02294,0.19763,0.40409,0.54697,0.026259,0.021942,0.20789,0.34082,49.26,27.41611,-0.66757,1.5818,606.3,192.9,2.1431,597.5,5.491331778159709,-1.4391265098184634,1.6503323442539175,2.94670154964004,#f39c12,0.6667,0.7637,2026-04-27
BPCL.NS,1,Medium,52.595,0.0158,0.9842,0.0,34.4,31.48,37.23,34.37,BB,51.77,161.53,67.86,India,India_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01857,-0.23005,-0.23065,-0.06575,0.025297,0.021283,-0.19046,-0.16285,52.27,-20.30236,-0.49093,1.2616,388.3,88.9,3.3679,277.45,6.64411719777265,-1.4645016553692896,-0.9414551595983262,-0.3399303350336304,#f39c12,0.5,0.8791,2026-04-27
BRIGADE.NS,1,Medium,35.261,0.1118,0.8816,0.0066,34.02,54.07,61.48,48.27,BBB,14.16,188.5,70.45,India,India_RealEstate,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00051,0.03063,-0.22425,-0.42029,0.026418,0.023871,-0.06112,-0.23085,52.89,-9.68297,-0.61557,4.1291,1427.48,90.69,14.7408,691.5,5.216115023530355,-0.3860518716535503,-1.9293030297379925,-0.7795064175213511,#f39c12,0.4444,0.4533,2026-04-27
BRITANNIA.NS,1,Medium,37.602,0.0705,0.9295,0.0,55.46,49.38,48.84,51.65,A,17.67,290.63,13.43,India,India_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00764,-0.0706,-0.09585,0.00973,0.015222,0.013447,-0.05658,-0.05247,51.82,-125.25822,-0.36231,0.9128,6362.67,1909.95,2.3313,5542.0,4.1417161475891024,-0.7964825813389279,-0.7060816020176427,1.25117343310344,#f39c12,0.4,0.5357,2026-04-27
C,0,Low,22.158,0.9964,0.0036,0.0,53.77,65.37,69.4,61.94,AA,6.92,45.84,84.55,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.09192,0.09888,-0.02371,0.52165,0.020759,0.02389,0.0341,0.13966,50.75,1.10704,-0.56508,0.8384,123.77,28.49,3.3436,117.13,3.975476258255408,-1.4142902005321738,0.3196938195062898,-2.748814410182215,#27ae60,0.1579,0.0302,2026-04-27
CACI,1,Medium,41.236,0.021,0.979,0.0,37.84,49.89,39.84,42.06,BBB,16.24,279.4,42.98,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01903,-0.10123,-0.02565,0.25206,0.021729,0.023128,-0.05641,0.04104,48.84,-10.49914,-0.42876,1.2384,662.19,140.81,3.7027,569.11,3.624275372365151,-2.357324838829294,-0.5762526103582793,0.5799667816830859,#f39c12,0.2632,0.6291,2026-04-27
CAT,1,Medium,44.735,0.0596,0.9305,0.01,6.63,68.11,77.49,46.33,BBB,30.14,327.1,43.79,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.08542,0.02784,0.19405,1.03138,0.022033,0.023453,0.03267,0.31287,51.28,1.75871,-0.38554,0.7232,775.0,81.46,8.5144,724.44,4.374803186122593,-0.8577010344733607,1.444754987738652,0.8252004012985895,#f39c12,0.3684,0.7005,2026-04-27
CCI,1,Medium,38.361,0.0825,0.9175,0.0,43.05,38.83,63.99,48.07,BBB,30.56,126.41,54.59,USA,RealEstate,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.06564,-0.04189,0.01717,-0.11483,0.021607,0.023355,-0.00251,-0.06921,47.98,-0.75075,-0.55477,1.2682,168.47,75.01,1.246,84.91,3.621001305093703,-2.421481325463795,-0.867782489838182,-0.5180476099573906,#f39c12,0.8235,0.5604,2026-04-27
CDNS,0,Low,28.106,0.9714,0.0286,0.0,62.72,53.23,69.63,61.95,AA,22.26,86.73,45.21,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.03175,-0.0623,-0.12334,-0.05848,0.015454,0.026466,-0.05526,-0.13093,50.11,-4.84171,-0.32117,1.151,373.37,41.53,7.9904,279.48,4.460387423012947,-0.6979692663437412,-0.503743034995734,-2.8745232591596666,#27ae60,0.5517,0.1841,2026-04-27
CE,1,Medium,51.659,0.0513,0.9487,0.0,43.52,53.4,62.0,52.03,A,43.47,515.94,56.72,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01058,0.23557,0.44626,0.17086,0.045597,0.039521,0.18329,0.32213,49.84,2.95498,-0.78959,2.1236,168.77,35.51,3.7527,63.57,7.21700838429194,0.853979264954498,1.5070900071610336,2.426738918608313,#f39c12,0.35,0.8599,2026-04-27
CESC.NS,1,Medium,49.005,0.0165,0.9803,0.0032,27.0,45.1,53.79,40.46,BBB,25.79,414.58,22.8,India,India_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01415,-0.01421,-0.10213,-0.05583,0.015474,0.01809,-0.00238,-0.05624,52.79,-0.59967,-0.53744,0.5692,195.75,28.84,5.7868,153.33,5.079605450923112,-2.6265674682356237,0.3756939050988748,0.2736251413208774,#f39c12,0.5714,0.7967,2026-04-27
CF,1,Medium,53.479,0.0275,0.9659,0.0066,12.04,52.29,51.03,35.81,BB,38.23,353.41,37.56,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.02776,0.20479,0.65368,0.35674,0.045295,0.032863,0.26739,0.46884,50.92,6.75316,-0.59067,2.5726,137.6,18.28,6.5265,133.78,7.069076845495705,0.3102642617446983,1.0628007147949872,4.2524043516547225,#f39c12,0.45,0.8956,2026-04-27
CHD,0,Low,25.244,0.9566,0.0434,0.0,56.49,65.63,62.48,61.03,AA,9.77,109.74,29.31,USA,Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.01448,-0.09487,0.08125,-0.02537,0.00795,0.012987,-0.04363,0.01248,48.22,-1.67219,-0.31716,1.3333,111.75,55.42,1.0162,92.55,3.7368349745163063,-2.3106452907660504,-0.9813886994692628,-1.490811545305026,#27ae60,0.05,0.1044,2026-04-27
CHTR,1,Medium,36.465,0.2073,0.7927,0.0,61.58,65.2,53.12,60.13,AA,40.41,159.85,34.11,USA,Communications,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01294,0.00444,0.06719,-0.40704,0.020739,0.026175,0.0291,-0.11571,48.61,-0.63069,-0.77734,1.2748,821.01,182.81,3.4911,223.8,4.071048142328676,-1.6831394659643282,-1.0966537414933328,-2.133362101924036,#f39c12,0.8125,0.4973,2026-04-27
CI,0,Low,32.264,0.9615,0.0385,0.0,61.83,66.82,66.14,64.62,AA,43.41,61.92,51.39,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.06266,0.01702,-0.0287,-0.11352,0.016547,0.017192,-0.00252,-0.03005,49.32,-1.15819,-0.4155,0.9331,356.0,118.33,2.0084,274.25,4.029894428909477,-1.4862799897141934,-0.3073203020047355,-2.5975504981797566,#27ae60,1.0,0.3654,2026-04-27
CIPLA.NS,0,Low,31.911,0.8793,0.1207,0.0,55.92,47.71,64.29,55.97,A,21.99,125.61,69.21,India,India_Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.03212,-0.09349,-0.21453,-0.20416,0.011882,0.012675,-0.09437,-0.18023,53.26,-36.34553,-0.34194,0.556,1663.6,360.91,3.6094,1202.4,5.252594999923973,-1.1328978276426371,-0.9342647321149686,-0.9946646023284746,#27ae60,0.7,0.3571,2026-04-27
CLX,1,Medium,46.316,0.0489,0.9412,0.01,28.7,63.15,52.22,46.09,BBB,45.29,211.09,37.27,USA,Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00605,-0.09144,-0.00066,-0.12062,0.020021,0.018436,-0.09161,-0.0928,48.31,-3.46437,-0.51761,1.5511,199.76,96.36,1.073,103.04,8.488450322420707,0.5709116525726986,-1.2492768721926342,1.0780516454973912,#f39c12,1.0,0.728,2026-04-27
CMCSA,0,Low,32.234,0.9471,0.0529,0.0,72.37,64.95,71.76,69.96,AA,46.9,115.35,62.28,USA,Communications,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.02723,-0.09429,0.00825,-0.09657,0.01422,0.015361,-0.06078,-0.03295,49.05,-0.61038,-0.52113,1.6397,49.84,23.87,1.0883,27.79,3.853443091754031,-2.0017583780930237,-0.9476173152506082,-2.1107783787605343,#27ae60,0.75,0.3626,2026-04-27
CME,0,Low,24.583,0.9743,0.0257,0.0,54.33,64.88,73.89,63.36,AA,17.64,40.72,46.95,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.04369,-0.0034,0.19264,0.17971,0.014096,0.013324,0.05192,0.13612,49.0,0.47113,-0.37356,1.1584,318.84,109.62,1.9086,310.58,3.891406090789885,-1.4610016997352382,-0.2932957669784999,-2.398385441263522,#27ae60,0.3684,0.0934,2026-04-27
CMS,1,Medium,48.631,0.0399,0.9601,0.0,47.31,62.87,64.9,57.26,A,28.41,667.54,43.62,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01787,0.01748,0.13354,0.16823,0.011648,0.009793,0.05306,0.09008,47.95,0.6633,-0.29553,1.206,78.59,38.99,1.0155,78.59,4.311349718512847,-2.80857188510453,-0.119175556718793,1.6124018957787614,#f39c12,0.65,0.7912,2026-04-27
CNA.L,1,Medium,47.802,0.0347,0.9621,0.0033,18.84,47.32,40.75,33.96,BB,34.46,169.15,49.23,UK,UK_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.08321,0.1279,0.20862,0.30115,0.018305,0.016333,0.12142,0.24965,48.88,5.04115,-0.78484,0.8172,218.7,30.18,6.2467,218.7,6.726563024430782,-1.9943942238553376,1.3651565991891523,3.618468043170895,#f39c12,0.7778,0.7665,2026-04-27
CNC,0,Low,28.64,0.862,0.1348,0.0032,49.67,53.69,44.34,49.28,BBB,6.59,53.61,44.14,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.14182,-0.16182,-0.22613,-0.34161,0.043422,0.033804,-0.0987,-0.01171,49.25,-1.46252,-0.74069,1.5944,97.22,25.21,2.8564,36.31,6.084163401180178,0.2769215669213541,-1.2672379457777632,-3.1923507125940724,#27ae60,0.6316,0.2115,2026-04-27
COALINDIA.NS,1,Medium,52.652,0.021,0.9723,0.0067,40.53,22.49,46.02,36.76,BB,60.19,119.04,49.84,India,India_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.03038,0.01937,0.10766,0.23016,0.012771,0.012656,0.03861,0.11974,52.29,2.51121,-0.55222,1.324,478.51,66.39,6.2071,463.0,7.0781177518874525,-2.320110239938784,0.0835759088925843,0.9124891090009266,#f39c12,0.6,0.8819,2026-04-27
COF,0,Low,18.432,0.9966,0.0034,0.0,55.12,72.24,76.26,66.6,AA,0.5,51.13,51.44,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.01695,-0.02466,-0.28879,-0.07171,0.015439,0.025499,-0.10933,-0.15645,50.08,-4.27236,-0.60253,1.5754,256.96,38.13,5.7386,181.15,4.343186008749958,-0.9774250766410812,-0.5298479070700816,-3.0315734876573512,#27ae60,0.0526,0.0055,2026-04-27
COFORGE.NS,0,Low,23.953,0.9477,0.0523,0.0,59.49,59.05,63.18,60.46,AA,5.62,88.51,57.29,India,India_Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.07504,0.06758,-0.2556,-0.32271,0.025617,0.024696,-0.11302,-0.25584,51.2,-28.74379,-0.56758,1.3147,1973.19,161.0,11.2557,1230.6,4.90903782797608,-0.0558030344469575,0.1174555943374586,-1.2291831885918738,#27ae60,0.1111,0.0714,2026-04-27
COLPAL.NS,1,Medium,38.496,0.0587,0.9413,0.0,26.27,60.43,65.25,48.21,BBB,22.6,220.68,6.88,India,India_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01428,-0.15914,-0.11426,-0.21589,0.02309,0.018082,-0.11076,-0.15646,51.71,-80.66574,-0.52005,0.9425,3726.84,952.69,2.9119,1850.4,5.132372214350101,-0.8274448748284777,-1.7564202415201322,-0.6862054511722513,#f39c12,0.5,0.5632,2026-04-27
COP,1,Medium,40.4,0.029,0.971,0.0,49.5,44.02,33.76,43.13,BBB,28.58,124.55,84.47,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.00843,0.12595,0.34517,0.44065,0.015385,0.017285,0.1677,0.35058,52.04,4.79772,-0.67112,1.4225,133.8,18.19,6.3553,131.77,6.989017707563541,-1.829287116660451,1.6819167677093083,4.735419719482892,#f39c12,0.0588,0.5989,2026-04-27
COST,1,Medium,38.04,0.1031,0.8969,0.0,47.85,55.47,56.41,52.7,A,32.44,173.32,64.14,USA,Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01669,0.00787,0.10847,0.04363,0.00812,0.011326,0.02947,0.06992,50.79,5.86917,-0.31402,0.7198,1070.99,181.21,4.9103,1013.21,3.9655181818085254,-2.757101693144447,-0.181718497272108,-1.0917734158632704,#f39c12,0.75,0.5495,2026-04-27
CPI.L,1,Medium,47.131,0.1011,0.8725,0.0264,55.33,50.54,53.47,53.34,A,29.68,529.97,27.06,UK,UK_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00187,-0.2514,-0.33909,-0.03249,0.065571,0.042169,-0.20453,-0.16671,51.55,-17.04656,-0.93628,2.4607,2745.0,174.9,14.6947,268.0,10.881735321895652,4.811880749375502,-4.443527196220918,-1.6967329659898942,#f39c12,0.6,0.7527,2026-04-27
CPT,0,Low,31.081,0.9498,0.0502,0.0,41.31,61.06,66.1,54.67,A,13.54,156.68,63.97,USA,RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.04185,-0.03021,-0.08472,-0.09226,0.011201,0.012264,-0.03291,-0.03603,48.3,-1.27217,-0.50217,1.4498,153.13,54.26,1.822,100.83,3.66106748709286,-2.3587262103176045,-0.725111252682659,-0.7148154454293354,#27ae60,0.2353,0.3077,2026-04-27
CRH.L,1,Medium,50.075,0.0679,0.9089,0.0232,45.41,34.9,55.28,45.22,BBB,40.14,404.17,49.55,UK,UK_Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.03397,-0.00453,-0.18003,0.21958,0.020851,0.018943,-0.07923,-0.06043,50.82,-156.3153,-0.49212,0.3198,9703.55,1571.23,5.1758,7914.0,11.457348535470118,3.8630742328490304,1.227450574116165,5.008200075056916,#f39c12,0.4286,0.8352,2026-04-27
CRM,0,Low,28.437,0.9449,0.0551,0.0,68.79,58.61,70.02,66.11,AA,29.58,96.41,43.61,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.01119,-0.07963,-0.29774,-0.29258,0.022144,0.026093,-0.09129,-0.2252,49.33,-3.82758,-0.58617,1.9118,365.07,122.81,1.9727,182.96,7.911705095473503,1.251214968701727,-0.8739803249728745,-2.737811067848421,#27ae60,0.5862,0.1923,2026-04-27
CSCO,0,Low,29.481,0.9057,0.0877,0.0065,54.75,77.16,62.25,63.72,AA,32.06,65.37,68.63,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.05292,0.06439,0.09677,0.2536,0.015705,0.022814,0.03138,0.11133,49.37,0.30935,-0.41951,1.1134,86.31,27.6,2.1271,80.68,12.44437699704183,3.191159921388113,6.811994535244943,-4.166975928013557,#27ae60,0.7241,0.2473,2026-04-27
CUMMINSIND.NS,1,Medium,46.52,0.0547,0.9388,0.0065,23.67,70.01,50.56,45.64,BBB,40.94,250.51,36.92,India,India_Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0016,-0.03183,0.12825,0.42216,0.021658,0.0201,0.04516,0.13137,51.93,12.74558,-0.66058,1.111,4962.8,260.59,18.0446,4638.9,6.213965254944058,-0.3511021960663337,0.0347295306718844,2.6373985463170198,#f39c12,0.4,0.7335,2026-04-27
CVS,0,Low,31.445,0.9549,0.0451,0.0,71.21,64.91,49.71,62.87,AA,32.81,114.92,72.29,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.1152,-0.00051,-0.02154,0.2025,0.020141,0.025999,0.02256,0.06078,49.61,-0.73659,-0.56789,0.9001,96.37,41.52,1.3208,78.22,4.185915762186593,-1.2098328377263,0.0636335706669839,-2.336040617813461,#27ae60,0.9474,0.3407,2026-04-27
CVX,1,Medium,44.63,0.0103,0.9897,0.0,32.0,56.37,48.19,44.17,BBB,40.07,174.73,58.58,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.04352,0.06387,0.27794,0.40411,0.016498,0.013351,0.09064,0.25568,49.18,4.09211,-0.55774,1.6232,211.15,41.57,4.0797,201.54,6.813599863104203,-1.9506402311358677,1.4716343870650417,4.68826502988794,#f39c12,0.2941,0.6978,2026-04-27
D,1,Medium,47.908,0.0202,0.9798,0.0,57.9,40.79,62.7,54.21,A,37.68,495.33,74.99,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01375,-0.0035,0.09616,0.19619,0.010532,0.010923,0.01538,0.05848,48.68,-0.02458,-0.522,0.9095,73.25,35.02,1.092,62.69,4.19627755189625,-2.842926229164988,-0.1213189128582503,1.620419409817941,#f39c12,0.6,0.772,2026-04-27
DABUR.NS,0,Low,24.543,0.9499,0.0501,0.0,53.76,73.09,69.25,64.21,AA,12.49,109.19,78.44,India,India_Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.01275,-0.15095,-0.2039,-0.1083,0.019309,0.015111,-0.15177,-0.17449,50.01,-21.57453,-0.37247,0.7911,654.07,337.98,0.9352,414.25,4.939542369578862,-1.379420782460675,-1.2439128961522057,-1.9084732394035056,#27ae60,0.1,0.0907,2026-04-27
DCC.L,1,Medium,49.405,0.0724,0.9143,0.0133,44.35,49.8,60.07,50.7,A,27.84,600.81,24.75,UK,UK_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.03972,0.0021,0.07152,0.04351,0.012961,0.018244,-0.00221,-0.00621,49.1,-37.39436,-0.48262,1.1609,7480.37,3870.21,0.9328,4764.0,16.979534731245845,8.647997638086828,0.3486888663799347,9.458962664352534,#f39c12,0.9,0.8159,2026-04-27
DELL,0,Low,23.831,0.9266,0.0701,0.0033,76.63,47.3,63.52,63.9,AA,10.88,86.48,22.47,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.07913,0.21282,0.50605,0.54286,0.031686,0.041914,0.29948,0.32325,51.91,9.67758,-0.59588,1.5359,184.01,13.36,12.7778,177.69,15.103417267921355,7.805954679870733,11.084569624706631,-3.263798113675458,#27ae60,0.2069,0.0659,2026-04-27
DG,0,Low,28.203,0.9008,0.0958,0.0033,64.98,55.47,61.63,61.12,AA,1.08,292.64,44.12,USA,Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.03348,-0.16311,-0.15427,0.10116,0.026143,0.021128,-0.13763,0.01442,50.18,-6.1868,-0.72608,1.496,243.31,66.65,2.6507,121.21,4.931740364994856,-0.2128097054617715,-2.292698700483567,-2.3469400595369008,#27ae60,0.1,0.1868,2026-04-27
DGE.L,1,Medium,43.337,0.0889,0.9111,0.0,27.46,49.25,68.77,46.39,BBB,31.24,261.79,87.19,UK,UK_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01091,-0.09066,-0.14896,-0.24935,0.013826,0.024614,-0.13716,-0.21276,49.08,-58.98966,-0.66759,1.9037,4098.8,1362.5,2.0083,1387.2,5.003204549795989,0.4474032879621089,-2.0461311670707505,0.3710314914679752,#f39c12,1.0,0.6648,2026-04-27
DGX,0,Low,25.02,0.9936,0.0064,0.0,56.3,60.98,66.87,60.88,AA,9.78,99.41,62.25,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.00258,-0.0194,0.1172,0.11447,0.007254,0.015727,0.00854,0.0764,50.88,-0.47636,-0.36601,0.7455,210.99,64.76,2.258,196.81,3.8296045837150228,-1.8216677913461443,-0.198487964335025,-2.1578046419823265,#27ae60,0.2632,0.1016,2026-04-27
DIS,0,Low,31.316,0.9389,0.0611,0.0,55.09,67.95,64.62,61.81,AA,24.13,179.93,48.66,USA,Communications,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.01548,-0.05784,-0.16108,-0.17835,0.011626,0.01806,-0.08268,-0.13572,51.31,-2.13787,-0.60715,0.9242,197.26,77.5,1.5455,95.78,3.7638131653860287,-1.7104559844142213,-0.843687449033282,-2.3628974001618186,#27ae60,0.6875,0.3352,2026-04-27
DIVISLAB.NS,1,Medium,34.811,0.2569,0.7431,0.0,35.47,47.24,62.46,47.1,BBB,21.91,76.29,40.76,India,India_Healthcare,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.02459,-0.08084,-0.11931,-0.12125,0.011715,0.014689,-0.05488,-0.07633,51.84,-104.88009,-0.48402,0.487,6951.85,1369.96,4.0745,5850.0,5.434322449697708,0.3102237158977146,-0.9835971009782845,1.3081675935582806,#f39c12,1.0,0.4423,2026-04-27
DLF.NS,1,Medium,37.747,0.0984,0.9016,0.0,52.0,45.07,41.71,46.83,BBB,20.77,182.04,21.06,India,India_RealEstate,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02122,-0.08724,-0.24381,-0.37368,0.024039,0.021891,-0.1167,-0.25269,50.11,-22.20733,-0.53805,0.7297,936.02,116.02,7.0674,534.1,5.920435085997182,-0.4485246511984172,-1.7591137902143896,-0.2163395045680845,#f39c12,0.6667,0.5385,2026-04-27
